fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.14,0.354,0.29,4.38,0.047,39.9,131.2,0.996476,3.11,0.57,10.46133615370546,6
6.11,0.296,0.31,2.55,0.031,14.2,115.3,0.9923,3.25,0.37,11.27356066852245,6
8.26,0.176,0.29,5.34,0.028,12.9,90.7,0.992994,3.13,0.52,10.91501680895689,6
9.01,0.225,0.37,12.24,0.052,49.8,184.3,0.999038,3.06,0.61,9.07633071289544,6
6.83,0.562,0.3,3.76,0.033,48.6,166.7,0.996031,3.08,0.4,11.09841023842278,6
7.22,0.216,0.31,4.65,0.039,30.2,180.9,0.996304,3.28,0.51,11.12152284055875,6
7.07,0.299,0.35,4.57,0.038,24.8,90.5,0.98966,3.35,0.51,10.70645820863094,6
6.46,0.366,0.48,1.39,0.042,9.4,106.6,0.993513,3.2,0.6,9.4833331063968,6
6.92,0.179,0.39,11.91,0.043,41.0,121.9,0.992577,3.11,0.79,11.39757299752168,6
6.81,0.197,0.53,6.89,0.042,19.0,165.5,0.992327,3.23,0.63,9.40437920664565,6
7.09,0.294,0.53,9.37,0.054,52.7,178.3,1.00011,3.19,0.52,10.14548112395184,6
6.95,0.167,0.31,3.01,0.034,18.9,111.7,0.992632,3.3,0.36,11.90398277902479,6
6.49,0.266,0.32,5.0,0.038,12.7,99.8,0.994095,2.89,0.33,11.52325876222725,6
6.61,0.279,0.28,5.63,0.042,45.8,119.7,0.994641,3.2,0.56,9.1701344361957,6
6.1,0.168,0.44,13.49,0.06,57.6,169.7,1.000526,3.14,0.43,9.27483312975339,6
6.9,0.336,0.31,7.3,0.033,44.6,163.3,0.992684,3.19,0.43,10.24592815212301,6
7.78,0.204,0.32,10.34,0.056,55.7,144.9,0.99955,3.26,0.61,9.3108514126107,6
6.32,0.512,0.28,1.97,0.036,9.2,89.4,0.989441,3.1,0.54,10.35653405972482,6
6.33,0.325,0.28,8.0,0.061,53.4,187.7,1.000706,3.28,0.51,9.11937724685959,6
7.76,0.325,0.21,4.95,0.05,28.1,124.3,0.995894,3.13,0.38,11.1308421151797,6
6.27,0.292,0.26,1.59,0.044,27.9,81.7,0.993346,3.21,0.41,11.61542170948462,6
6.39,0.33,0.33,5.9,0.049,26.2,156.3,0.994458,3.3,0.52,10.95919914024379,6
6.67,0.221,0.32,12.43,0.045,26.9,104.9,0.99569,3.15,0.54,10.06096658080934,6
6.37,0.16,0.29,17.46,0.05,68.7,160.4,0.99643,3.2,0.34,11.05409437404907,6
7.38,0.432,0.29,4.81,0.041,23.5,102.5,0.992271,3.06,0.47,11.36721566610884,6
6.31,0.251,0.29,4.11,0.042,50.5,131.9,0.99596,3.33,0.33,10.95596582628862,6
7.28,0.326,0.29,12.41,0.049,25.5,191.2,0.996692,3.23,0.6,12.67487217704072,6
7.12,0.274,0.32,4.08,0.043,8.6,91.4,0.991718,3.12,0.34,12.18291141412952,6
7.47,0.187,0.33,3.61,0.057,23.8,178.4,0.994537,3.21,0.41,10.89964929669278,6
6.46,0.307,0.48,4.66,0.035,23.5,57.4,0.992091,3.1,0.49,10.54265706712932,6
7.46,0.244,0.29,7.14,0.043,41.2,175.2,0.995924,3.23,0.35,9.51819940000035,6
7.82,0.3,0.37,5.6,0.047,41.3,170.5,0.994844,3.29,0.57,9.35886141512428,6
7.74,0.37,0.2,1.41,0.048,48.3,119.5,0.995975,3.41,0.42,10.4238345588968,6
6.69,0.43,0.33,4.72,0.029,20.8,82.8,0.992542,2.95,0.69,12.2349950818385,6
6.19,0.318,0.59,6.14,0.033,22.5,71.7,0.990134,3.21,0.79,12.45290936698181,6
6.76,0.225,0.23,13.97,0.052,33.2,150.6,0.995836,3.22,0.42,9.15005639200533,6
8.39,0.298,0.32,3.25,0.05,24.5,111.9,0.995401,2.99,0.47,10.662519078335,6
6.93,0.255,0.34,4.71,0.036,27.8,122.2,0.995068,3.32,0.52,10.519572870325,6
7.69,0.217,0.26,13.84,0.048,52.3,156.0,0.99487,3.05,0.37,9.14918212883088,6
6.57,0.254,0.52,6.74,0.04,22.6,125.0,0.995167,3.17,0.62,10.44743558242,6
6.35,0.284,0.27,2.83,0.018,20.3,112.5,0.995,3.31,0.4,10.48047396233295,6
6.12,0.148,0.3,8.54,0.054,51.8,151.1,0.993553,3.2,0.68,9.13299611544365,6
8.36,0.282,0.32,3.67,0.035,21.5,88.8,0.991861,3.27,0.52,12.92186063081485,6
7.91,0.192,0.32,10.41,0.08,50.7,169.6,0.997734,3.18,0.48,9.33648040489692,6
5.77,0.394,0.46,5.73,0.044,21.6,174.3,0.992673,3.21,0.5,11.93136971826253,6
6.68,0.338,0.27,4.85,0.045,59.6,146.2,0.993685,3.22,0.39,9.28460644714588,6
6.65,0.416,0.35,10.98,0.043,21.1,166.1,0.99495,3.33,0.54,11.41622682612244,6
7.89,0.22,0.33,4.8,0.029,33.8,99.1,0.991643,3.23,0.66,12.73991833319409,6
7.61,0.338,0.31,10.21,0.192,57.6,189.8,0.995834,3.05,0.49,9.31615558588584,6
7.02,0.336,0.46,10.59,0.049,40.6,193.7,0.999065,3.17,0.74,11.27765482848923,6
7.44,0.218,0.34,8.1,0.046,55.8,165.8,0.998135,3.31,0.46,9.73988142023015,6
6.08,0.382,0.23,5.99,0.033,26.6,117.6,0.991158,3.18,0.33,10.09869996794166,6
6.74,0.202,0.32,8.66,0.043,43.3,183.2,0.993409,3.23,0.53,10.00024959860336,6
6.17,0.25,0.3,9.74,0.049,50.1,183.6,0.99863,3.13,0.48,9.38879322040232,6
7.5,0.317,0.16,2.79,0.037,26.8,85.8,0.993035,3.22,0.66,10.44208194516451,6
6.9,0.418,0.36,12.54,0.048,47.9,116.1,0.997768,3.21,0.56,11.02818605741066,6
6.81,0.223,0.31,1.48,0.049,26.6,124.1,0.991513,3.14,0.46,11.39380941850112,6
8.22,0.319,0.32,8.02,0.045,39.4,176.1,0.995906,3.17,0.58,9.78688579087375,6
7.62,0.281,0.3,6.39,0.036,23.2,137.6,0.995562,3.03,0.37,9.78158330210158,6
7.31,0.527,0.25,7.41,0.04,47.0,150.4,0.99565,3.24,0.51,10.93858997932628,6
6.87,0.303,0.29,3.92,0.051,26.3,72.6,0.993717,3.26,0.5,10.53308291250202,6
7.77,0.325,0.31,5.93,0.045,26.5,55.6,0.996092,3.31,0.34,11.02516958987187,6
6.82,0.198,0.32,8.21,0.032,24.7,87.0,0.994394,3.03,0.39,12.03649951898652,6
6.89,0.318,0.26,11.45,0.048,54.6,161.7,0.997119,3.29,0.42,10.96832683150158,6
8.78,0.327,0.29,11.73,0.049,43.8,162.0,0.994415,3.19,0.5,9.54778164045905,6
8.22,0.332,0.61,6.66,0.042,34.1,211.8,0.993057,2.98,0.5,10.97529356337343,6
6.35,0.262,0.24,13.22,0.04,48.5,172.4,0.99817,3.17,0.35,9.04459707029675,6
7.7,0.155,0.33,1.63,0.058,13.0,102.0,0.995943,3.33,0.39,10.64739533361774,6
6.66,0.259,0.24,1.45,0.043,65.2,174.6,0.993539,2.9,0.57,10.31841564394024,6
6.19,0.271,0.04,3.88,0.034,27.2,119.0,0.992756,3.21,0.35,12.61261763886394,6
7.77,0.266,0.37,4.99,0.055,19.1,90.5,0.996314,3.05,0.34,11.45310382018304,6
7.73,0.301,0.37,14.15,0.04,22.0,126.2,0.992146,3.2,0.67,11.31744837259412,6
7.36,0.282,0.34,1.44,0.053,34.6,120.0,0.993739,3.22,0.71,12.74916295325352,6
5.94,0.153,0.29,5.2,0.034,20.6,159.8,0.993377,3.3,0.43,10.98802945997655,6
8.5,0.303,0.25,1.38,0.049,23.2,185.2,0.996062,3.26,0.6,11.22749884482962,6
6.35,0.312,0.36,1.38,0.037,44.4,55.1,0.991865,3.0,0.46,9.46023312254621,6
6.76,0.222,0.45,2.25,0.041,13.8,129.6,0.994628,3.36,0.61,12.22494766760646,6
7.97,0.199,0.28,1.73,0.048,66.0,154.7,0.998218,3.33,0.48,10.03457150907602,6
6.68,0.357,0.29,4.67,0.045,45.4,155.3,0.993966,3.08,0.47,9.8846945491367,6
6.71,0.31,0.5,3.7,0.031,11.9,107.8,0.992465,3.08,0.38,10.38182800726706,6
6.46,0.275,0.31,13.87,0.054,42.1,172.2,0.998437,3.29,0.39,8.98276359613464,6
6.91,0.318,0.31,16.05,0.231,58.8,197.3,0.997283,3.17,0.65,9.097468876494,6
6.31,0.353,0.48,3.55,0.035,24.5,121.2,0.992867,3.26,0.52,10.59791621699454,6
6.34,0.235,0.3,10.91,0.053,51.6,197.5,0.997459,3.01,0.67,10.20773803877854,6
6.98,0.245,0.24,7.76,0.054,72.8,187.9,0.996102,3.27,0.57,9.88008153928018,6
6.47,0.353,0.22,2.41,0.023,21.7,75.1,0.990489,3.05,0.52,12.13019122062466,6
6.53,0.172,0.3,6.36,0.043,13.9,78.4,0.992521,3.33,0.35,11.1378666114788,6
5.87,0.158,0.25,7.77,0.045,30.4,120.2,0.99323,3.32,0.35,9.99359081927308,6
7.29,0.228,0.32,13.32,0.05,71.4,186.6,0.995141,3.16,0.56,9.14771003636909,6
6.84,0.177,0.31,8.09,0.037,61.5,160.5,0.997877,3.24,0.49,9.28311208972715,6
6.1,0.356,0.24,4.34,0.037,31.5,151.1,0.994752,3.15,0.52,9.21109856970462,6
8.99,0.316,0.27,3.4,0.038,34.1,179.8,0.991814,3.22,0.48,10.04215700500173,6
8.81,0.233,0.41,1.32,0.043,18.8,131.7,0.994831,3.31,0.65,11.21727427777773,6
6.69,0.307,0.31,8.92,0.052,27.3,125.7,0.996645,3.32,0.64,9.17987966716646,6
8.33,0.299,0.56,3.37,0.034,30.0,95.9,0.99244,3.23,0.37,9.85558160816669,6
7.51,0.209,0.32,8.76,0.044,18.4,123.0,0.995935,3.18,0.46,10.79121885169298,6
6.73,0.414,0.32,11.33,0.035,24.5,121.0,0.995351,3.13,0.45,10.39141379823888,6
8.78,0.223,0.33,11.76,0.043,23.8,186.7,0.996988,3.12,0.33,11.10560874143001,6
6.33,0.26,0.45,7.37,0.043,32.2,137.7,0.995159,3.24,0.61,11.01517251554065,6
6.58,0.338,0.37,12.19,0.043,24.5,168.7,0.995751,3.41,0.47,9.59673683703911,6
6.86,0.227,0.3,4.56,0.046,47.5,127.8,0.992662,3.24,0.61,11.48120265823136,6
7.02,0.453,0.3,5.32,0.03,26.9,89.6,0.994547,3.17,0.38,12.7081754690248,6
7.5,0.208,0.51,10.02,0.051,54.1,180.6,0.998795,3.04,0.49,9.32427377168112,6
6.63,0.227,0.28,10.03,0.051,60.1,158.5,0.996062,3.26,0.65,10.29946486617108,6
6.97,0.23,0.28,16.67,0.064,44.2,129.9,0.995757,3.2,0.42,10.06266653444937,6
7.17,0.334,0.25,8.41,0.04,50.5,158.7,0.997351,3.08,0.39,9.4582832151561,6
7.06,0.318,0.3,9.66,0.07,30.5,144.7,0.996663,3.15,0.4,10.32406565878687,6
6.06,0.232,0.28,5.4,0.041,15.6,183.7,0.993517,3.52,0.61,11.382335426211,6
8.63,0.275,0.28,12.77,0.048,52.1,144.0,0.995084,3.19,0.46,10.99320123030723,6
7.61,0.244,0.37,14.83,0.054,46.7,235.0,0.995934,3.22,0.61,9.19599435227824,6
6.94,0.431,0.31,4.61,0.049,52.1,120.5,0.994168,3.2,0.46,9.04448669799066,6
7.05,0.396,0.49,4.66,0.042,46.4,142.1,0.994158,2.98,0.38,10.73534267394002,6
6.07,0.364,0.27,8.01,0.048,53.9,208.4,0.995576,3.32,0.71,9.07994323716869,6
7.05,0.326,0.27,6.16,0.039,11.1,176.9,0.994532,3.07,0.69,11.36327583278892,6
7.89,0.378,0.29,6.81,0.045,46.9,184.1,0.996633,3.16,0.41,10.50978863386977,6
8.9,0.198,0.31,1.75,0.043,46.2,142.4,0.994074,3.32,0.38,11.15735539741394,6
7.81,0.289,0.32,6.96,0.062,54.3,187.3,0.997086,3.41,0.48,9.73939555145573,6
7.77,0.404,0.33,6.48,0.054,48.2,167.3,0.993283,3.23,0.48,10.74780622546657,6
6.93,0.185,0.26,5.14,0.037,24.8,112.7,0.996424,3.3,0.52,10.38740248534446,6
7.55,0.251,0.29,12.79,0.053,21.2,160.4,0.995001,3.12,0.37,10.86352504545722,6
6.17,0.373,0.35,3.2,0.052,12.0,116.2,0.994611,3.2,0.66,11.57597598294468,6
6.57,0.345,0.66,6.37,0.049,43.9,128.6,0.993206,3.21,0.38,11.4588020563295,6
7.71,0.305,0.36,3.28,0.041,19.3,114.7,0.99258,3.36,0.33,12.14414522168424,6
6.68,0.339,0.29,6.61,0.046,18.0,105.9,0.995372,3.16,0.61,10.95206871418125,6
7.66,0.234,0.28,11.78,0.053,53.5,157.5,0.994845,3.24,0.61,10.70763292394798,6
7.05,0.194,0.31,12.99,0.044,24.5,156.3,0.997623,3.16,0.7,10.58709230930511,6
8.2,0.367,0.34,4.54,0.038,32.5,153.6,0.996914,2.92,0.62,9.43054310736628,6
8.62,0.416,0.38,11.35,0.04,46.5,120.0,0.99725,3.04,0.41,9.32744088367806,6
8.1,0.301,0.31,10.03,0.053,48.0,199.0,0.993462,3.25,0.56,11.48911313528185,6
6.49,0.222,0.3,13.89,0.052,15.2,110.6,0.993268,2.91,0.42,10.70190195429658,6
6.24,0.242,0.32,13.58,0.052,58.5,159.3,0.99958,3.18,0.65,9.01798384092362,6
8.19,0.37,0.31,4.61,0.039,40.4,109.0,0.990526,3.27,0.4,11.0506578733194,6
6.94,0.318,0.23,11.32,0.039,12.3,129.8,0.991181,3.14,0.45,11.10871226972644,6
7.28,0.213,0.27,6.63,0.04,28.3,99.5,0.99542,3.23,0.57,10.5610887470755,6
6.83,0.211,0.29,11.08,0.057,56.0,182.5,0.999655,3.31,0.46,9.65511572033665,6
7.03,0.322,0.3,6.66,0.037,52.2,91.1,0.992449,3.37,0.5,8.90689068545624,6
6.25,0.226,0.23,5.92,0.051,20.2,182.8,0.995554,3.07,0.61,9.08072375847584,6
8.15,0.372,0.28,10.41,0.043,14.1,197.4,0.991827,3.28,0.35,11.01372622671032,6
6.2,0.373,0.31,10.5,0.057,28.3,173.3,0.996036,3.28,0.65,11.40438041499488,6
6.68,0.199,0.29,3.86,0.035,46.2,113.9,0.995994,3.16,0.39,9.97934271381757,6
6.07,0.434,0.32,6.58,0.046,19.6,164.2,0.996203,3.29,0.64,10.23618732698471,6
7.34,0.357,0.31,3.07,0.051,11.0,69.7,0.989354,3.1,0.55,12.39273840759697,6
5.78,0.311,0.25,4.84,0.047,42.0,182.4,0.994895,3.23,0.37,10.10941050548687,6
7.28,0.288,0.34,8.95,0.044,44.4,168.5,0.99479,2.99,0.4,9.08012089681548,6
6.7,0.236,0.29,7.98,0.047,14.4,113.5,0.992712,3.27,0.35,11.25049769117652,6
6.91,0.366,0.26,6.85,0.048,34.8,137.9,0.994463,3.28,0.59,11.17119324694448,6
7.28,0.272,0.36,7.17,0.036,24.4,108.3,0.996784,3.18,0.43,10.77727335625512,6
6.63,0.282,0.29,13.71,0.049,46.1,182.1,0.996154,3.21,0.61,9.06766420448892,6
8.46,0.326,0.26,12.28,0.05,32.8,166.3,0.995137,3.22,0.61,10.88376734453333,6
6.41,0.211,0.28,0.7,0.04,46.1,93.8,0.995342,3.41,0.43,9.09377400537694,6
6.92,0.543,0.28,4.67,0.04,20.0,45.8,0.992635,3.09,0.39,12.03120674675828,6
7.18,0.29,0.37,12.66,0.167,57.4,170.6,0.995442,3.05,0.56,9.24132270985897,6
6.45,0.228,0.31,3.66,0.05,50.0,79.2,0.994336,3.06,0.42,10.75273299807318,6
8.17,0.187,0.28,7.78,0.044,22.6,193.5,0.996262,3.22,0.3,10.56413270489158,6
6.96,0.312,0.3,9.84,0.047,21.0,154.7,0.997227,3.21,0.52,10.70576725735898,6
7.08,0.332,0.12,6.99,0.044,26.1,144.3,0.995199,3.11,0.42,10.80128876491223,6
7.16,0.279,0.26,7.42,0.039,13.7,102.7,0.992192,3.11,0.57,9.71054550328549,6
7.18,0.323,0.59,13.54,0.054,47.4,187.4,1.000914,3.22,0.51,8.79300509334488,6
8.04,0.303,0.28,7.49,0.057,50.4,177.2,0.997515,3.25,0.6,9.54473503419483,6
6.83,0.245,0.23,4.8,0.042,64.9,183.1,0.997415,3.3,0.61,11.09460672649683,6
6.42,0.265,0.47,11.8,0.053,25.6,165.7,0.997405,3.04,0.38,8.97713036984998,6
6.75,0.283,0.49,4.27,0.048,33.0,116.0,0.993225,3.16,0.36,11.44781307955772,6
7.24,0.322,0.47,7.62,0.047,42.6,131.1,0.99676,3.25,0.39,10.85466858251851,6
6.78,0.206,0.32,4.63,0.027,41.4,138.6,0.995268,3.26,0.37,10.61567494646886,6
6.56,0.294,0.29,6.86,0.047,31.3,117.3,0.995563,3.35,0.5,9.59157998616251,6
7.11,0.252,0.31,9.4,0.041,21.6,94.6,0.992418,3.18,0.71,9.57580990362294,6
7.15,0.38,0.32,8.26,0.211,55.0,187.9,0.995597,2.98,0.48,9.26987175563361,6
6.15,0.302,0.3,3.25,0.038,14.9,100.0,0.990347,3.2,0.59,9.42955038188175,6
6.42,0.246,0.41,2.91,0.039,11.3,97.8,0.993828,3.34,0.32,12.23361401620386,6
8.59,0.205,0.31,5.92,0.05,45.9,78.6,0.995932,2.98,0.34,12.06018887988916,6
6.12,0.689,0.45,7.28,0.044,67.4,94.8,0.99257,3.12,0.56,12.27630951030963,6
6.41,0.332,0.19,15.0,0.045,44.4,172.7,0.996608,3.15,0.37,10.00295669927902,6
6.79,0.237,0.13,4.64,0.049,47.1,135.0,0.994016,3.15,0.51,11.35951489587826,6
7.64,0.279,0.3,8.96,0.043,53.5,146.5,0.995715,3.26,0.54,11.11900713643771,6
6.03,0.179,0.16,4.65,0.044,38.8,80.8,0.993025,3.33,0.48,10.987164987336,6
6.0,0.285,0.31,5.82,0.035,24.1,119.9,0.991223,3.27,0.43,10.79148213897873,6
6.2,0.324,0.29,13.53,0.038,23.4,131.2,0.995532,3.26,0.49,11.02069653878199,6
8.49,0.371,0.29,4.97,0.041,52.9,142.6,0.993744,2.96,0.51,10.90773384036417,6
7.38,0.298,0.28,16.15,0.053,46.0,126.1,0.997526,3.22,0.65,9.05032432389091,6
7.38,0.381,0.22,1.27,0.056,29.8,174.6,0.996183,3.31,0.73,9.73345052550921,6
6.51,0.218,0.23,10.71,0.044,52.3,125.7,0.996772,3.28,0.58,10.25846116485924,6
6.99,0.313,0.25,5.33,0.046,23.7,112.5,0.993746,3.24,0.36,9.63618962256284,6
6.69,0.243,0.31,7.45,0.042,17.7,114.2,0.989342,3.27,0.5,11.05678970435569,6
7.02,0.335,0.59,6.75,0.165,30.3,174.7,0.996358,3.16,0.53,9.2403723047231,6
5.79,0.197,0.24,11.78,0.053,20.8,171.7,0.994796,3.32,0.46,9.6651799239485,6
6.55,0.31,0.33,14.36,0.052,37.1,160.3,0.998608,3.27,0.43,9.30467832502483,6
6.4,0.257,0.56,11.98,0.041,50.2,147.0,0.996564,3.12,0.48,9.27292932570906,6
7.32,0.328,0.29,3.97,0.046,24.6,124.3,0.994058,3.17,0.41,10.43874999764193,6
6.15,0.421,0.2,3.94,0.03,99.1,87.0,0.993113,3.19,0.59,10.29338485874201,6
7.55,0.35,0.31,4.31,0.046,45.6,109.9,0.995395,3.2,0.52,9.25203312678471,6
7.72,0.282,0.33,8.68,0.069,57.6,184.7,0.996562,3.07,0.55,9.90475214917493,6
7.08,0.172,0.1,11.88,0.045,12.7,67.4,0.992578,3.22,0.37,11.14088148129624,6
6.61,0.34,0.3,3.51,0.031,5.8,78.2,0.989393,3.22,0.37,11.22135846298529,6
8.01,0.31,0.27,1.26,0.038,26.1,64.3,0.993961,3.2,0.52,10.46865019461641,6
6.48,0.207,0.33,9.36,0.048,47.7,198.4,0.997252,3.19,0.42,9.75630519339596,6
7.34,0.321,0.32,4.15,0.048,35.6,126.8,0.995108,3.19,0.57,9.54491356403164,6
8.76,0.284,0.28,3.47,0.073,61.2,169.2,0.991705,3.14,0.5,9.46140149283276,6
6.38,0.351,0.23,8.73,0.158,61.9,159.0,0.994705,3.18,0.42,9.13946279922844,6
6.32,0.207,0.21,5.8,0.052,67.6,173.8,0.995631,3.22,0.55,11.23997685215624,6
7.49,0.292,0.21,1.56,0.04,37.3,107.0,0.993719,3.08,0.4,10.58164210798382,6
9.0,0.348,0.49,4.27,0.031,55.8,54.1,0.99537,3.1,0.33,11.15508856566334,6
6.72,0.282,0.5,3.33,0.046,17.0,119.9,0.991163,3.19,0.61,11.73346399859225,6
7.36,0.34,0.3,13.31,0.053,48.1,175.5,0.99511,3.23,0.37,11.01948796526727,6
8.46,0.366,0.27,10.31,0.049,47.2,211.7,0.99831,3.27,0.43,9.55800765388356,6
7.59,0.324,0.3,6.92,0.041,49.1,82.6,0.992732,3.02,0.46,11.40321911036577,6
6.7,0.303,0.47,1.61,0.057,24.8,178.7,0.997945,3.29,0.58,11.77089452790251,6
7.01,0.313,0.46,8.34,0.038,57.2,187.1,0.999603,3.29,0.36,9.01901383591474,6
6.21,0.187,0.27,8.07,0.04,50.1,128.3,0.995916,2.95,0.5,11.16470478675736,6
7.17,0.323,0.33,3.5,0.041,50.2,176.7,0.992708,3.33,0.38,12.95779293141354,6
6.57,0.267,0.11,11.32,0.042,11.1,110.0,0.9917,3.14,0.51,10.79899510438993,6
6.16,0.344,0.3,7.52,0.046,25.4,88.1,0.992848,3.08,0.53,10.34661679788795,6
6.66,0.246,0.32,4.87,0.037,27.2,109.4,0.994686,3.21,0.5,10.71163126069495,6
8.67,0.291,0.28,11.22,0.052,53.9,177.8,0.995335,3.07,0.37,10.43711100933984,6
8.75,0.302,0.32,11.95,0.037,35.5,180.9,0.993678,3.3,0.41,11.3572402207432,6
6.3,0.251,0.28,12.47,0.042,32.0,189.3,0.992413,3.31,0.48,11.05769253085532,6
7.79,0.187,0.3,2.62,0.058,44.8,192.1,0.995969,3.22,0.83,11.06084185223715,6
6.69,0.276,0.29,12.94,0.056,21.2,172.8,0.999358,3.31,0.65,11.01777761459797,6
6.29,0.268,0.54,4.7,0.041,25.2,105.6,0.993513,3.09,0.34,12.15410815395078,6
7.08,0.169,0.32,8.43,0.128,22.4,172.6,0.994271,3.25,0.4,11.23562559544824,6
7.79,0.4,0.29,9.1,0.039,30.8,123.7,0.991466,3.15,0.6,11.26663988620304,6
6.43,0.189,0.31,14.03,0.05,63.3,172.2,1.000609,3.21,0.66,9.21440851623094,6
8.38,0.287,0.29,3.48,0.039,21.2,125.4,0.994592,3.17,0.8,10.66980030382392,6
7.8,0.212,0.53,4.24,0.043,19.0,126.5,0.993387,3.22,0.56,10.3956136317614,6
6.19,0.373,0.26,5.57,0.04,30.3,128.3,0.996311,3.48,0.52,10.01376594856697,6
8.8,0.293,0.37,2.52,0.03,21.0,74.3,0.992266,3.16,0.34,12.46495556497232,6
7.02,0.32,0.26,3.44,0.048,19.8,147.9,0.9943,3.14,0.43,11.32784081359604,6
6.9,0.318,0.29,15.39,0.05,44.5,127.3,0.998756,3.1,0.64,11.17572543757594,6
7.22,0.249,0.47,3.69,0.047,40.9,114.0,0.991082,3.04,0.55,10.5572609678432,6
7.52,0.338,0.44,6.84,0.053,50.8,179.5,0.993101,3.21,0.59,9.90787303233714,6
7.28,0.326,0.34,14.58,0.044,26.9,126.9,0.992494,3.19,0.49,9.97578431347011,6
7.42,0.25,0.29,14.16,0.101,63.7,204.3,0.999329,3.29,0.43,9.35693634170568,6
6.62,0.473,0.29,4.94,0.043,31.0,114.3,0.993894,3.46,0.32,11.62299214671957,6
8.7,0.165,0.3,7.56,0.038,13.7,181.5,0.994404,3.27,0.39,10.90230059726112,6
7.26,0.251,0.27,4.79,0.052,44.3,172.2,0.997918,3.26,0.5,9.65543483953824,6
6.25,0.369,0.33,8.66,0.054,57.5,199.8,0.997263,3.22,0.57,9.23897633624565,6
6.06,0.321,0.3,5.23,0.05,45.9,123.9,1.000437,3.22,0.56,9.49894926724818,6
9.13,0.226,0.31,12.37,0.045,45.0,175.8,0.994436,3.27,0.5,9.48830883315976,6
6.29,0.181,0.26,8.07,0.05,30.7,136.9,0.997436,3.26,0.36,9.97687287130057,6
8.83,0.335,0.3,1.56,0.045,25.3,79.5,0.990653,3.2,0.54,10.97288958427883,6
6.85,0.202,0.33,1.45,0.05,37.2,108.6,0.991484,3.09,0.55,10.96470946286684,6
7.9,0.266,0.28,1.21,0.052,47.4,196.7,0.99577,3.24,0.61,9.21750359795938,6
7.69,0.242,0.29,13.49,0.05,44.8,149.9,1.000665,3.08,0.57,9.57609475054429,6
6.49,0.28,0.29,4.34,0.036,19.6,93.4,0.995929,3.19,0.45,10.73603572302789,6
5.72,0.364,0.31,3.63,0.057,23.2,94.7,0.989217,3.39,0.53,11.33115708767144,6
7.74,0.318,0.31,8.54,0.045,19.7,106.2,0.998058,3.17,0.66,9.61765919898159,6
7.07,0.278,0.3,7.28,0.045,23.9,183.0,0.99357,3.2,0.38,11.3273406025308,6
6.62,0.29,0.29,3.58,0.042,8.2,68.7,0.991039,3.2,0.35,12.29654366565002,6
7.68,0.233,0.28,7.53,0.038,37.6,188.4,0.996075,3.16,0.49,8.8066527498877,6
6.0,0.355,0.3,4.48,0.051,24.7,120.2,0.99146,3.3,0.38,10.6910896439866,6
6.85,0.265,0.37,3.22,0.038,12.4,94.2,0.993666,3.33,0.45,10.6259250058317,6
7.12,0.31,0.3,1.35,0.049,17.6,93.3,0.994899,3.26,0.67,10.91083140856733,6
7.06,0.314,0.27,7.81,0.032,53.9,157.7,0.99558,3.07,0.4,9.21297174213482,6
7.83,0.43,0.33,3.74,0.044,48.1,168.9,0.995569,2.97,0.37,9.59516478696818,6
8.23,0.355,0.27,11.11,0.039,51.9,117.3,0.994975,3.26,0.55,10.9401730797365,6
7.72,0.236,0.33,8.16,0.039,51.7,131.9,0.994597,3.2,0.41,10.12023068197005,6
9.6,0.427,0.27,4.27,0.033,11.3,166.3,0.993685,3.35,0.38,11.26425642522962,6
7.55,0.34,0.34,10.0,0.049,51.1,182.7,0.996126,3.16,0.42,8.8689791496503,6
6.68,0.346,0.25,3.28,0.045,56.2,119.6,0.994094,2.99,0.54,11.17327760797988,6
7.79,0.365,0.27,1.3,0.038,27.9,120.1,0.995347,3.2,0.36,10.09670562218661,6
6.96,0.222,0.45,7.94,0.061,39.8,164.5,0.996484,3.33,0.57,9.45965174142018,6
8.04,0.262,0.84,7.19,0.053,34.2,174.7,0.996814,3.31,0.48,10.38971804298784,6
7.06,0.574,0.3,11.91,0.085,63.3,144.2,0.997365,3.17,0.35,9.18268900379114,6
6.79,0.309,0.27,7.08,0.044,48.7,163.3,0.994358,3.23,0.38,9.41982615342366,6
6.57,0.244,0.38,8.0,0.044,6.3,121.1,0.993611,3.32,0.4,11.2710130779702,6
7.6,0.263,0.28,13.6,0.055,57.6,183.1,0.995602,3.34,0.53,11.01202941685427,6
6.31,0.194,0.17,6.46,0.045,28.4,118.8,0.997011,3.25,0.35,10.68323753446778,6
6.97,0.173,0.47,12.79,0.028,15.8,74.2,0.994307,3.18,0.63,10.48152042218979,6
6.36,0.293,0.49,9.77,0.049,19.1,108.9,0.995807,3.15,0.49,9.8065905760122,6
6.96,0.377,0.31,4.29,0.048,47.6,117.0,0.995653,3.17,0.51,9.99572644973301,6
6.99,0.321,0.27,8.69,0.043,41.3,158.2,0.995571,3.14,0.73,9.44577316820346,6
8.97,0.285,0.24,12.42,0.046,42.1,119.4,0.993507,3.18,0.54,9.69501211606787,6
8.6,0.456,0.27,6.01,0.053,44.7,162.8,0.997294,3.29,0.57,11.12011550686898,6
6.13,0.266,0.3,12.16,0.04,24.8,99.3,0.993806,3.32,0.51,10.71205728696783,6
