fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.44;0.161;0.33;1.88;0.032;36.0;108.6;0.99102;3.33;0.55;10.76187155341162;7
6.49;0.22;0.38;0.81;0.043;9.5;98.0;0.994611;3.25;0.47;12.45811120657307;8
6.58;0.379;0.31;3.81;0.03;34.5;166.9;0.99341;3.27;0.47;10.49516270760182;5
7.94;0.189;0.3;17.13;0.049;18.8;167.0;0.998629;3.15;0.36;9.45307123985546;6
6.69;0.179;0.3;6.82;0.042;57.7;189.5;0.995191;3.28;0.53;9.59821813628179;7
7.17;0.334;0.21;1.44;0.04;11.6;82.2;0.995109;3.06;0.63;11.16135315073689;7
7.32;0.316;0.49;12.55;0.055;52.7;172.0;0.999634;3.19;0.54;9.12354741418822;6
6.75;0.305;0.23;2.03;0.045;21.5;136.5;0.995946;2.99;0.69;9.45184015969224;7
6.32;0.183;0.39;10.13;0.041;26.1;107.9;0.998602;3.35;0.5;11.53583013422054;7
7.23;0.343;0.27;14.16;0.057;58.6;174.8;0.999576;3.18;0.37;9.20553075719478;7
6.7;0.32;0.3;3.88;0.034;24.7;91.1;0.990753;3.3;0.49;11.85798655600636;8
6.88;0.365;0.27;10.85;0.041;44.8;163.0;0.99753;3.24;0.58;9.32934575583507;6
7.15;0.257;0.22;4.13;0.038;30.3;181.6;0.997272;3.15;0.47;11.36653225954852;6
5.9;0.318;0.34;1.14;0.027;29.0;104.9;0.991381;3.31;0.61;10.43619876096744;6
6.56;0.271;0.25;2.24;0.042;8.1;72.2;0.992545;3.2;0.38;10.73674871047866;7
7.86;0.184;0.36;7.74;0.101;14.6;114.9;0.992138;3.4;0.59;11.19581703207186;8
7.5;0.327;0.24;9.66;0.076;26.4;170.1;0.994279;3.32;0.51;11.54649560745068;4
6.53;0.259;0.24;7.64;0.032;45.4;94.6;0.996589;3.15;0.56;11.26254415689991;7
6.22;0.326;0.3;13.31;0.053;25.9;152.8;0.994859;3.31;0.37;10.9130214757977;6
9.07;0.269;0.27;4.58;0.043;25.4;76.7;0.99274;3.32;0.4;9.9948585516396;8
5.8;0.271;0.48;2.25;0.032;25.6;118.2;0.990363;3.43;0.31;11.57559196680743;8
9.58;0.192;0.27;2.84;0.036;33.9;142.9;0.991179;3.25;0.51;10.39394674714523;8
5.86;0.174;0.24;1.26;0.041;12.6;48.9;0.993711;3.38;0.75;12.30226269662724;8
7.02;0.358;0.27;1.42;0.037;8.0;123.8;0.993084;3.49;0.71;11.05172964307094;7
6.79;0.218;0.19;3.47;0.044;23.5;177.6;0.993084;3.28;0.55;10.92657224254762;7
6.32;0.338;0.28;4.93;0.065;33.7;192.4;0.995684;3.09;0.39;12.32510560758271;4
6.15;0.292;0.3;1.06;0.035;7.7;95.8;0.993003;3.35;0.3;10.48371334421007;8
6.26;0.232;0.79;4.25;0.045;18.7;148.0;0.995466;3.17;0.36;12.07371750672461;6
6.51;0.264;0.33;7.2;0.04;22.1;103.1;0.995413;3.2;0.58;10.21648775523619;4
6.45;0.318;0.27;11.47;0.047;47.3;113.8;0.996508;3.28;0.44;10.54647675153009;5
6.26;0.297;0.3;5.62;0.047;63.2;169.4;0.993887;3.08;0.5;10.96974259700328;6
8.37;0.16;0.27;7.02;0.05;49.9;175.0;0.996745;3.26;0.37;10.0429108974358;6
8.42;0.3;0.28;2.45;0.033;25.0;90.5;0.990439;3.4;0.54;10.2482900159686;7
6.42;0.423;0.35;3.5;0.035;10.1;93.6;0.990119;3.1;0.37;11.28818032556461;7
6.99;0.197;0.28;2.51;0.049;20.4;95.7;0.992342;3.25;0.38;10.29096050721127;6
6.92;0.415;0.31;1.66;0.049;34.5;138.9;0.994189;3.22;0.58;10.80272504994741;4
7.13;0.171;0.32;1.07;0.035;13.6;156.5;0.991274;3.06;0.37;10.41721930857141;8
6.43;0.311;0.3;1.09;0.026;9.6;95.3;0.987778;3.06;0.37;11.12820527784375;4
8.96;0.295;0.33;3.97;0.031;10.2;66.7;0.98851;3.41;0.47;12.44183880768963;7
7.94;0.227;0.28;11.75;0.043;11.3;124.7;0.995396;3.27;0.4;9.48064708442126;6
6.32;0.335;0.28;12.61;0.049;46.2;166.4;0.997025;3.16;0.62;9.37430005656372;5
6.11;0.283;0.24;3.88;0.046;28.1;131.3;0.99216;3.18;0.51;10.99428632601766;7
8.46;0.218;0.17;2.12;0.04;17.4;81.9;0.990804;3.18;0.38;10.58266416065855;7
7.49;0.283;0.29;6.84;0.079;19.0;138.8;0.996982;3.17;0.57;11.02786412469378;6
6.62;0.209;0.26;1.74;0.05;20.1;110.6;0.993554;3.18;0.5;10.3276634630959;7
6.14;0.291;0.48;4.39;0.043;23.0;125.2;0.994353;3.19;0.78;11.13332082277062;6
5.7;0.292;0.28;11.96;0.049;19.7;120.8;0.991855;3.2;0.39;10.77444403772389;4
6.98;0.249;0.22;4.18;0.044;29.3;140.5;0.994153;3.24;0.47;10.38070597984736;7
7.46;0.303;0.26;3.28;0.035;22.0;163.8;0.995787;3.35;0.36;11.74832472117792;6
6.41;0.316;0.29;13.4;0.044;49.5;184.8;0.998973;3.04;0.55;8.70284562675735;5
6.37;0.196;0.35;0.9;0.038;20.9;170.1;0.996021;3.19;0.68;10.16639162935651;7
7.15;0.241;0.29;8.14;0.051;21.8;173.2;0.993586;3.25;0.68;9.83361604883294;7
6.99;0.296;0.38;3.79;0.029;42.0;117.0;0.992778;3.25;0.5;9.83130356575788;7
6.59;0.293;0.3;2.94;0.036;33.7;116.2;0.993794;3.25;0.45;11.512799842331;6
6.69;0.282;0.34;4.57;0.034;15.2;117.1;0.996246;3.28;0.44;11.2968638647962;8
7.41;0.23;0.27;1.08;0.036;20.7;177.8;0.99325;3.03;0.53;11.21527056235298;5
7.74;0.25;0.31;11.47;0.045;9.7;145.8;0.991865;3.13;0.55;12.8642243662652;6
9.16;0.204;0.34;6.1;0.048;34.0;123.6;0.991102;3.21;0.41;9.81845192685347;6
6.55;0.45;0.3;4.67;0.033;12.4;73.5;0.990448;3.19;0.34;9.38886359446716;4
7.26;0.173;0.28;2.97;0.048;35.0;117.6;0.991886;3.25;0.34;8.92296399411319;8
6.57;0.329;0.3;2.77;0.038;43.1;86.3;0.990561;3.17;0.66;10.63316656335409;8
7.6;0.29;0.51;3.96;0.065;16.1;126.0;0.991096;3.14;0.36;12.49605809143696;8
6.8;0.308;0.48;4.79;0.035;56.6;98.7;0.992301;3.23;0.46;11.02790258458685;7
6.1;0.649;0.04;1.66;0.05;58.5;168.8;0.99502;3.22;0.3;10.7493523658249;5
6.62;0.411;0.29;1.97;0.026;7.6;27.5;0.991199;2.98;0.48;11.7119230548078;8
7.84;0.358;0.48;5.39;0.05;13.0;125.1;0.995337;3.31;0.48;12.46794250289823;4
7.17;0.354;0.25;5.47;0.045;7.5;126.7;0.993742;3.06;0.33;10.18958758501821;7
7.13;0.313;0.27;9.15;0.05;84.8;180.4;0.998811;3.33;0.49;10.90682868563758;6
6.91;0.326;0.29;1.19;0.038;40.8;137.4;0.990356;3.25;0.41;12.72969578539415;8
6.36;0.248;0.24;1.34;0.036;25.4;86.1;0.992359;3.39;0.6;10.42983565520736;7
7.07;0.258;0.27;6.5;0.048;25.7;99.0;0.998449;3.18;0.4;10.44904706347776;6
8.31;0.311;0.28;7.25;0.047;27.0;209.1;0.994761;3.14;0.49;10.7125690581665;4
8.47;0.216;0.32;5.07;0.031;12.1;100.7;0.993801;3.21;0.47;10.06972084709262;7
6.61;0.27;0.38;6.92;0.044;11.8;142.8;0.995327;3.23;0.57;10.68742671412884;7
6.5;0.303;0.49;1.36;0.048;38.9;112.4;0.991205;3.07;0.67;11.77285536010983;7
6.78;0.279;0.33;1.45;0.041;27.4;154.6;0.993301;3.28;0.54;11.05334000373017;8
6.97;0.429;0.49;4.06;0.048;22.2;90.1;0.993927;3.12;0.59;9.59551940864863;6
6.74;0.258;0.22;3.94;0.043;35.9;176.7;0.996144;3.19;0.45;11.01536972560686;5
7.16;0.301;0.26;1.54;0.04;21.4;76.1;0.990959;3.2;0.33;10.7850969547237;4
6.24;0.281;0.25;5.05;0.036;9.7;130.5;0.990682;3.27;0.38;11.80623472566344;5
6.1;0.233;0.32;5.39;0.042;15.7;113.2;0.996479;3.36;0.45;10.69812976018059;6
7.21;0.394;0.64;4.29;0.142;37.6;166.1;0.996982;3.22;0.74;9.42971501312082;5
6.79;0.341;0.31;3.71;0.039;24.2;64.9;0.990465;3.29;0.37;11.73333838976227;7
7.14;0.307;0.27;4.68;0.044;49.3;179.4;0.994762;3.02;0.39;10.29933856034696;5
6.92;0.26;0.34;3.34;0.031;24.2;73.5;0.990016;3.22;0.35;12.72087692717806;8
6.67;0.251;0.37;14.54;0.052;55.6;182.6;0.999257;3.14;0.48;9.20166335917676;6
6.72;0.288;0.31;4.43;0.046;20.2;121.3;0.990692;3.28;0.36;10.85110755826273;7
7.53;0.272;0.25;4.24;0.043;32.1;137.1;0.997702;3.21;0.58;10.35718931733285;6
6.38;0.351;0.3;10.9;0.058;52.4;182.9;0.997024;3.03;0.46;9.10412677578226;5
7.03;0.264;0.47;8.93;0.055;23.2;164.7;0.998316;3.14;0.35;9.04096792614708;6
6.62;0.253;0.33;2.6;0.044;10.7;82.7;0.993958;3.25;0.5;11.51287126452774;4
6.33;0.404;0.37;2.99;0.038;16.1;88.5;0.993023;3.24;0.52;10.04139645895897;4
8.37;0.346;0.28;4.52;0.055;51.8;132.7;0.995263;3.29;0.61;9.96515705707688;5
7.63;0.359;0.37;11.83;0.047;46.5;159.7;0.993371;2.97;0.57;9.20302066801133;5
7.19;0.201;0.29;11.06;0.047;32.7;92.1;0.993642;3.26;0.66;10.76141919862737;6
7.14;0.207;0.2;1.77;0.036;33.7;122.8;0.994022;3.2;0.72;11.20827112315036;4
9.02;0.237;0.36;6.47;0.08;35.6;89.4;0.995357;3.29;0.45;9.24702555911342;6
6.44;0.323;0.27;13.8;0.051;47.6;162.8;0.999332;3.3;0.5;9.15835208651844;7
6.27;0.31;0.26;4.76;0.048;45.2;197.9;0.995707;3.18;0.43;9.02131269304441;5
6.65;0.338;0.35;2.36;0.033;8.4;102.6;0.993073;3.16;0.32;12.31660449048005;6
7.13;0.185;0.23;4.38;0.033;11.2;73.3;0.993625;3.31;0.39;12.34529182736589;7
9.28;0.329;0.28;11.97;0.057;50.4;192.0;0.994095;3.21;0.7;9.69681197556574;5
7.34;0.316;0.31;7.88;0.044;34.6;125.3;0.996727;3.18;0.72;9.19359373390552;5
6.7;0.26;0.17;4.8;0.053;11.9;108.1;0.994778;3.2;0.38;10.46500292034416;7
7.69;0.251;0.6;13.05;0.048;28.7;161.9;0.993487;3.11;0.58;9.10959606999008;5
7.85;0.319;0.34;7.5;0.052;49.3;150.9;0.996006;3.26;0.59;9.31102983386827;5
6.83;0.26;0.48;8.7;0.095;28.5;141.3;0.998661;3.23;0.38;9.45256128390993;6
9.28;0.287;0.21;14.79;0.051;44.0;183.2;0.994869;3.36;0.38;10.2999096067048;6
6.55;0.28;0.13;6.5;0.039;11.3;79.0;0.992573;3.24;0.62;9.82277127247806;7
6.26;0.289;0.3;10.71;0.037;29.4;100.9;0.991365;3.36;0.68;10.82442382498238;6
7.39;0.216;0.33;8.47;0.06;73.2;185.9;0.997533;3.19;0.57;9.53279102344152;5
6.32;0.244;0.64;6.17;0.04;24.2;119.9;0.992642;3.23;0.36;10.52433819194054;7
6.67;0.25;0.47;3.27;0.043;36.6;93.9;0.990665;3.2;0.43;9.88326596114046;7
6.7;0.359;0.31;10.08;0.036;9.8;184.3;0.995469;3.15;0.38;9.43523264216453;7
7.6;0.384;0.32;4.03;0.026;13.9;124.1;0.989746;3.12;0.56;12.020657582346;7
7.13;0.368;0.19;11.4;0.042;46.8;137.8;0.996304;3.04;0.38;11.08065834943658;7
6.4;0.394;0.34;6.09;0.045;47.7;165.3;0.998534;3.33;0.5;9.16784600891034;6
6.63;0.274;0.26;2.62;0.041;27.4;101.1;0.992529;3.17;0.31;11.23567479409152;6
5.58;0.163;0.27;3.82;0.041;14.2;70.7;0.990041;3.21;0.48;9.91927365618983;6
6.63;0.201;0.23;11.46;0.055;34.9;117.1;0.995103;3.16;0.7;10.72162305742901;5
7.05;0.503;0.3;15.19;0.037;13.3;116.4;0.991812;3.27;0.59;11.12099518697396;7
7.06;0.235;0.3;16.05;0.049;68.2;139.0;0.995768;3.17;0.38;10.78879437711457;6
6.2;0.293;0.27;3.7;0.046;39.7;156.5;0.991761;3.11;0.42;9.57765973814661;7
6.96;0.298;0.5;3.93;0.037;22.8;117.7;0.994102;3.12;0.55;12.25306128162789;6
6.77;0.383;0.28;3.35;0.037;42.6;168.8;0.99554;3.15;0.65;10.27632918332437;5
6.7;0.304;0.28;1.13;0.049;11.4;83.4;0.991138;3.22;0.55;12.25052812010149;6
8.32;0.392;0.02;4.44;0.028;30.8;115.0;0.992057;3.24;0.47;10.98996840842616;5
7.3;0.304;0.24;9.97;0.163;27.5;164.4;0.991966;3.2;0.6;9.86695580872384;4
6.3;0.647;0.64;7.79;0.034;29.5;84.4;0.994943;2.98;0.71;9.36546562324498;5
7.04;0.231;0.29;1.89;0.046;32.1;185.1;0.993073;3.19;0.61;10.09137485631509;6
7.94;0.279;0.34;1.11;0.044;17.1;70.4;0.989128;3.35;0.38;11.28509186954635;7
7.3;0.351;0.21;7.53;0.037;21.9;185.8;0.995925;3.2;0.65;9.24094427349058;6
6.25;0.279;0.3;7.19;0.052;23.8;157.6;0.992712;3.3;0.4;10.52423088384573;5
6.06;0.258;0.29;3.46;0.035;43.0;80.9;0.99392;3.01;0.44;9.65992624052367;7
8.59;0.288;0.24;7.16;0.048;53.4;126.2;0.994192;3.26;0.59;10.73467320507272;7
6.87;0.245;0.24;4.2;0.051;28.0;136.2;0.992983;3.1;0.39;11.35509775688138;7
7.61;0.243;0.31;1.55;0.06;53.5;188.3;0.999581;3.13;0.45;9.11666666944277;5
7.21;0.318;0.23;10.94;0.039;46.1;179.2;0.999045;3.08;0.51;9.65291441507182;4
6.79;0.296;0.27;4.68;0.033;46.5;121.4;0.991753;3.07;0.56;11.34126467087256;5
6.78;0.218;0.27;6.97;0.044;33.9;176.1;0.995543;3.0;0.37;10.44943489382431;5
7.75;0.371;0.17;3.49;0.055;53.3;190.3;0.996179;3.3;0.46;12.49040064508612;5
6.52;0.285;0.5;4.84;0.043;23.7;77.0;0.991873;3.18;0.63;11.54882663335558;7
8.83;0.153;0.32;8.47;0.144;18.7;161.8;0.993587;3.23;0.85;10.4096633041203;8
7.14;0.299;0.29;10.72;0.048;45.3;172.2;0.9967;3.27;0.5;8.9355994924255;5
6.0;0.272;0.31;3.68;0.025;28.3;116.4;0.989326;3.12;0.31;12.32717628867044;7
6.76;0.247;0.72;1.05;0.047;26.5;179.8;0.991384;3.12;0.37;9.51607879747068;7
8.57;0.242;0.27;9.74;0.072;44.7;159.0;0.996998;3.05;0.66;11.22335756537138;6
6.81;0.268;0.19;8.46;0.038;27.8;156.4;0.996579;3.03;0.51;11.21874372235756;6
7.67;0.224;0.65;4.88;0.037;14.8;90.5;0.993864;3.15;0.41;10.78016746457943;6
7.69;0.359;0.34;3.84;0.042;28.8;89.0;0.996074;3.27;0.37;10.88053729312546;7
8.33;0.273;0.19;2.71;0.041;17.6;90.6;0.99119;3.21;0.33;11.56807118771057;8
6.14;0.602;0.2;8.86;0.044;54.6;134.0;0.993771;3.06;0.4;10.87270731809834;6
7.11;0.321;0.27;11.5;0.055;56.1;145.9;1.00214;3.23;0.7;8.94436145295404;5
7.99;0.254;0.11;2.55;0.049;47.1;182.6;0.992853;3.22;0.43;11.34604322493542;7
5.56;0.376;0.28;3.81;0.04;20.0;106.5;0.992807;3.32;0.38;11.3989489188685;7
6.5;0.368;0.21;1.59;0.042;7.1;118.9;0.991984;2.96;0.39;11.78352590141216;7
7.48;0.2;0.31;3.24;0.042;19.4;107.4;0.993746;3.25;0.44;10.22129916218158;5
7.63;0.245;0.2;13.23;0.051;25.6;191.9;0.993134;3.31;0.64;9.83471770174701;6
9.45;0.204;0.3;10.11;0.046;64.7;146.4;0.995355;3.23;0.58;9.19544676098899;4
7.1;0.317;0.29;5.54;0.043;46.2;179.2;0.994986;3.22;0.5;9.1058897004078;6
6.98;0.268;0.51;3.09;0.038;19.8;83.1;0.989446;2.98;0.36;9.81745380876343;7
6.93;0.204;0.28;12.51;0.056;20.3;220.2;0.997544;2.98;0.59;8.64251394061204;4
6.95;0.191;0.29;5.61;0.045;65.5;184.9;0.993794;3.27;0.41;9.10810449242544;6
6.58;0.244;0.29;11.94;0.077;30.6;137.1;0.996664;3.06;0.33;9.08360336024131;6
6.44;0.299;0.39;0.96;0.061;45.9;120.4;0.996191;3.25;0.42;10.8784930735343;5
8.38;0.267;0.31;4.21;0.038;31.5;85.4;0.994399;3.17;0.53;11.17936497592874;5
6.87;0.541;0.29;10.62;0.05;49.4;180.5;0.996586;3.27;0.53;9.49690364536188;5
6.62;0.345;0.26;3.75;0.033;13.9;66.2;0.990636;3.29;0.5;12.0250032153246;7
6.68;0.317;0.36;10.75;0.165;25.7;180.3;0.996592;3.23;0.45;10.59843387327631;5
8.35;0.139;0.38;4.24;0.027;26.1;74.5;0.991224;3.33;0.56;12.47411330627098;7
8.34;0.175;0.29;6.12;0.052;11.4;123.7;0.995808;3.27;0.47;10.1014268668665;5
6.83;0.266;0.29;1.45;0.035;56.9;114.4;0.993155;2.92;0.53;9.64503713227331;4
6.03;0.38;0.34;6.54;0.049;49.2;168.0;0.997341;3.28;0.58;10.44762348945687;5
6.98;0.287;0.29;14.41;0.045;44.5;131.8;0.997893;3.22;0.47;9.12959979110913;6
6.76;0.268;0.24;2.15;0.039;18.2;119.2;0.992027;3.29;0.41;11.18391481702626;7
6.75;0.241;0.3;4.0;0.04;41.8;131.0;0.994427;3.44;0.76;11.06305133969464;6
8.22;0.324;0.33;6.35;0.04;19.6;110.3;0.993372;3.25;0.33;10.41878277804383;7
7.63;0.257;0.21;7.23;0.046;27.4;79.0;0.993684;3.22;0.4;8.93881518032962;4
7.37;0.192;0.3;4.87;0.049;35.1;184.8;0.994245;3.29;0.57;10.6074794692572;7
5.81;0.2;0.16;1.36;0.041;26.2;147.9;0.992955;3.19;0.51;10.26671120270181;7
6.6;0.404;0.29;6.08;0.03;26.5;120.8;0.991339;3.27;0.59;12.54048892413696;7
6.98;0.272;0.34;5.32;0.047;14.0;104.2;0.996728;3.43;0.63;11.83310568110309;7
6.77;0.298;0.55;11.44;0.052;57.4;120.8;0.994697;3.17;0.62;10.52359868296658;5
6.63;0.277;0.33;1.8;0.048;44.5;160.0;0.993794;3.05;0.34;10.54344999534928;8
6.97;0.381;0.16;6.39;0.048;21.7;126.9;0.994419;3.2;0.5;9.27700061705962;4
8.06;0.336;0.5;6.7;0.049;52.0;169.6;0.997221;3.24;0.35;8.93494612325397;5
8.29;0.354;0.48;12.45;0.091;62.2;159.0;0.999451;3.06;0.66;9.41487940841003;5
6.06;0.197;0.24;4.14;0.039;30.9;29.3;0.991038;3.23;0.6;10.46140156782338;7
6.97;0.37;0.33;5.39;0.033;46.2;101.6;0.992448;3.26;0.5;12.21942084518487;7
9.27;0.203;0.33;6.46;0.043;28.1;184.6;0.996129;3.09;0.41;9.30342573535079;6
5.78;0.316;0.31;4.13;0.037;4.7;122.9;0.990276;3.35;0.49;11.43944308845744;7
6.63;0.276;0.26;6.38;0.042;40.7;124.6;0.996892;3.15;0.39;11.16127514645028;6
6.05;0.278;0.5;5.89;0.106;25.9;170.6;0.998284;3.28;0.5;9.77443869348601;7
6.5;0.273;0.28;8.11;0.04;7.8;121.9;0.993414;3.21;0.4;9.73663497166269;7
6.55;0.222;0.29;8.22;0.041;22.1;105.8;0.991824;3.21;0.47;12.6913573345306;6
8.24;0.38;0.31;10.04;0.031;13.6;186.4;0.996251;3.1;0.65;9.49564533694264;6
7.01;0.182;0.28;4.39;0.034;53.0;74.0;0.990819;3.13;0.46;12.74647488385624;7
6.69;0.377;0.35;7.23;0.03;49.3;158.4;0.996157;3.22;0.52;10.77578227490347;6
7.5;0.298;0.2;14.98;0.061;36.6;170.9;0.998341;3.23;0.5;9.20721304163482;7
5.65;0.183;0.23;4.87;0.049;39.3;113.0;0.99705;3.2;0.47;10.91486377965588;7
7.36;0.214;0.29;1.07;0.048;28.1;111.2;0.995356;3.2;0.38;10.79719291926399;4
7.58;0.415;0.34;9.33;0.034;24.8;161.2;0.995942;3.22;0.71;10.12010980589956;4
6.84;0.389;0.48;7.79;0.051;22.7;174.5;0.997936;3.16;0.48;11.00573012686549;6
7.01;0.39;0.32;13.75;0.047;39.6;193.1;0.996462;3.26;0.63;10.27520805765394;6
6.85;0.172;0.36;6.94;0.046;24.2;81.6;0.992445;3.28;0.66;10.72418571144197;8
5.91;0.289;0.29;3.57;0.032;37.8;152.7;0.993437;3.14;0.52;11.0230620693023;7
8.28;0.191;0.3;8.04;0.048;20.8;77.7;0.993743;3.28;0.44;10.70837690569639;8
8.33;0.3;0.42;10.63;0.042;27.0;88.5;0.994549;3.32;0.52;9.7393677053289;6
7.94;0.339;0.34;11.47;0.05;31.9;177.8;0.994699;3.27;0.43;11.10508400029198;6
7.61;0.425;0.33;8.82;0.042;53.8;169.5;0.99104;3.17;0.35;10.84080483836091;6
8.22;0.304;0.3;9.46;0.051;41.0;183.5;0.99494;3.03;0.34;8.80186335271234;6
6.98;0.41;0.31;2.57;0.046;11.2;99.6;0.995166;3.21;0.58;10.83382306706552;4
7.12;0.35;0.41;6.62;0.064;28.4;192.1;0.992785;3.25;0.35;10.20821454225312;7
6.3;0.224;0.2;4.93;0.044;53.5;101.7;0.993486;3.47;0.55;10.94897603931008;8
7.45;0.349;0.23;16.9;0.042;24.6;120.6;0.995855;3.21;0.47;9.32766239167242;6
7.78;0.423;0.33;14.85;0.049;43.9;89.0;0.997613;3.23;0.72;9.03945559004466;5
6.43;0.277;0.2;1.21;0.027;25.9;108.4;0.992721;3.17;0.39;11.29419032921036;8
6.6;0.517;0.25;11.66;0.052;46.7;176.8;1.000104;3.3;0.45;9.16853936679558;5
7.28;0.341;0.37;10.95;0.038;47.9;128.8;0.9971;3.28;0.69;9.36077929968014;6
6.58;0.256;0.62;14.21;0.059;65.6;170.4;1.000763;3.13;0.43;8.88181328099781;5
6.83;0.33;0.34;6.36;0.042;26.8;118.6;0.995486;3.17;0.5;9.91409821583164;6
6.81;0.357;0.28;14.34;0.044;46.8;188.6;0.996093;3.24;0.36;9.17588850217192;5
8.26;0.27;0.27;9.08;0.03;33.9;172.6;0.99693;3.35;0.37;9.42327793493469;5
6.42;0.358;0.28;3.04;0.033;33.8;110.3;0.992111;3.21;0.46;11.73873842181294;4
7.61;0.188;0.29;15.2;0.046;56.1;158.4;0.998415;3.21;0.35;9.02417638673618;4
8.8;0.292;0.55;1.44;0.036;23.1;102.0;0.994659;3.14;0.64;10.93092565582683;8
6.62;0.358;0.33;12.65;0.048;44.4;103.8;0.992219;3.3;0.4;9.99187508573197;7
6.98;0.261;0.33;5.24;0.047;38.7;144.3;0.994011;3.21;0.58;10.90085780801643;7
6.98;0.24;0.36;8.19;0.049;69.1;171.6;0.997954;3.16;0.47;8.74221345605732;7
8.52;0.257;0.28;4.23;0.041;21.3;113.3;0.993124;3.01;0.54;12.66997037670958;7
5.34;0.379;0.33;1.22;0.038;13.2;86.2;0.993034;3.39;0.34;10.04800731293506;4
6.2;0.299;0.65;6.25;0.042;19.0;91.1;0.992299;3.33;0.47;12.71250818900978;7
6.99;0.306;0.2;4.65;0.027;26.0;94.8;0.994194;3.32;0.5;11.26897719379201;7
6.89;0.308;0.29;4.87;0.044;48.3;168.6;0.996145;3.33;0.49;9.35798099306038;6
7.83;0.481;0.33;7.49;0.06;63.3;126.9;0.994936;3.22;0.65;11.62798439263904;6
6.44;0.293;0.32;1.76;0.043;11.5;108.7;0.990492;3.19;0.63;10.31829413228456;7
6.41;0.301;0.46;13.08;0.048;30.3;174.4;0.995435;3.26;0.52;10.23462984687291;6
7.62;0.964;0.28;12.22;0.043;57.7;185.1;0.998517;3.09;0.67;9.30866702929673;5
7.3;0.305;0.46;11.28;0.048;46.2;195.8;0.996987;3.14;0.38;10.26561230129666;6
7.23;0.284;0.38;1.14;0.042;50.5;98.9;0.995478;3.23;0.52;10.5664147513694;6
6.86;0.262;0.36;10.43;0.036;60.6;106.8;0.992483;3.29;0.58;11.13380221812476;5
8.59;0.214;0.47;8.0;0.047;23.0;178.4;0.995108;3.16;0.37;9.8945674073406;4
6.46;0.396;0.32;6.99;0.028;13.5;111.1;0.990941;3.22;0.56;12.72011563718417;6
6.29;0.245;0.3;2.12;0.029;14.6;88.7;0.991419;3.05;0.51;10.69139096540748;7
6.8;0.168;0.19;1.3;0.041;22.4;71.9;0.9934;3.22;0.47;11.3317789849436;6
6.3;0.393;0.25;1.49;0.035;29.7;129.2;0.993336;3.25;0.39;11.55921711094703;7
7.03;0.198;0.3;8.76;0.044;59.2;189.8;0.999839;3.22;0.54;9.2227929732299;6
7.49;0.283;0.3;6.06;0.048;44.1;163.8;0.995824;3.39;0.38;10.55487017087056;5
8.48;0.341;0.39;10.18;0.052;28.5;184.6;0.997674;3.23;0.5;9.43712485406578;6
6.95;0.393;0.27;4.91;0.054;12.2;182.5;0.995126;3.56;0.53;12.39933253487464;7
6.84;0.289;0.25;4.61;0.045;57.0;116.7;0.995065;3.14;0.39;9.72727937033735;6
7.46;0.358;0.32;12.96;0.052;53.7;177.5;1.000269;3.12;0.63;9.26022154795478;7
7.14;0.311;0.22;7.38;0.049;65.1;153.7;0.996235;3.21;0.63;9.05214833527393;5
7.76;0.304;0.33;12.55;0.046;30.7;122.5;0.993664;3.26;0.64;11.05891190988667;5
6.69;0.241;0.49;3.71;0.041;20.8;85.3;0.993773;3.33;0.58;9.48659496396866;8
6.78;0.321;0.18;2.58;0.024;9.9;77.1;0.989155;3.06;0.34;12.84947283495632;7
6.33;0.166;0.27;7.61;0.051;52.4;160.3;0.994836;3.25;0.39;9.51422661569159;5
6.1;0.349;0.27;2.58;0.089;26.0;125.3;0.994479;3.27;0.63;10.63437965619219;8
8.5;0.34;0.29;4.26;0.036;40.9;193.3;0.996294;3.31;0.51;10.13177903731444;6
8.65;0.334;0.45;5.09;0.043;23.7;94.6;0.99494;3.37;0.38;10.96885497301365;7
6.52;0.295;0.29;4.36;0.029;41.6;123.6;0.99444;3.5;0.33;11.01534080089562;4
6.63;0.343;0.33;13.49;0.058;25.3;197.7;0.997587;3.26;0.68;11.15293623420534;6
8.06;0.228;0.33;1.59;0.05;12.7;138.4;0.999526;2.95;0.56;9.17594152392373;5
7.22;0.445;0.32;1.06;0.046;31.7;90.7;0.993559;3.14;0.39;9.57068256928458;5
7.45;0.32;0.34;5.32;0.05;41.6;131.4;0.998106;3.23;0.36;9.22999323924019;6
6.94;0.303;0.37;11.91;0.04;23.3;89.0;0.992295;3.35;0.45;11.04099348064592;6
6.67;0.481;0.27;13.11;0.057;29.8;168.4;0.997002;3.29;0.47;9.12753085684417;6
6.3;0.319;0.31;1.21;0.036;23.7;164.4;0.994211;3.3;0.52;12.31452883705978;6
6.29;0.322;0.25;6.15;0.039;51.0;181.2;0.995262;3.22;0.36;8.93293307036193;4
6.45;0.166;0.33;5.0;0.039;27.4;94.1;0.991455;3.44;0.36;10.39844592713326;8
6.7;0.378;0.48;8.77;0.097;50.7;179.6;0.996954;3.36;0.54;9.29383534662612;6
6.57;0.422;0.37;6.84;0.082;57.5;183.4;0.996949;3.12;0.55;9.06089445058303;6
8.27;0.558;0.33;5.14;0.036;42.1;155.6;0.993287;3.3;0.6;9.68982280984855;6
